timestamp,load_kw
2024-07-15 00:00:00,36.76790598231885
2024-07-15 01:00:00,30.629723270394482
2024-07-15 02:00:00,29.147250473015806
2024-07-15 03:00:00,28.766366835806373
2024-07-15 04:00:00,28.821031682443188
2024-07-15 05:00:00,30.10819496479728
2024-07-15 06:00:00,37.512025914956055
2024-07-15 07:00:00,54.09111864669999
2024-07-15 08:00:00,47.71534910691929
2024-07-15 09:00:00,34.53382656199963
2024-07-15 10:00:00,28.591283540822005
2024-07-15 11:00:00,34.66906171715768
2024-07-15 12:00:00,38.22047371116266
2024-07-15 13:00:00,33.702509929122805
2024-07-15 14:00:00,34.877481285697826
2024-07-15 15:00:00,41.384449183002275
2024-07-15 16:00:00,55.85858821403642
2024-07-15 17:00:00,68.81229819272868
2024-07-15 18:00:00,83.44391037320656
2024-07-15 19:00:00,79.29090994331303
2024-07-15 20:00:00,65.8001825791362
2024-07-15 21:00:00,56.43926587955379
2024-07-15 22:00:00,44.610009714207955
2024-07-15 23:00:00,38.18416315291043
