timestamp,load_kw
2024-07-15 00:00:00,42.82661039105652
2024-07-15 01:00:00,43.6863287313707
2024-07-15 02:00:00,36.36093536886906
2024-07-15 03:00:00,37.09804634632538
2024-07-15 04:00:00,36.745569916517844
2024-07-15 05:00:00,40.43589857252195
2024-07-15 06:00:00,50.28941856389618
2024-07-15 07:00:00,81.00360563416446
2024-07-15 08:00:00,119.1269245221148
2024-07-15 09:00:00,150.46134379052847
2024-07-15 10:00:00,160.20361113591056
2024-07-15 11:00:00,163.140981721655
2024-07-15 12:00:00,152.683475040844
2024-07-15 13:00:00,171.37281796521486
2024-07-15 14:00:00,189.9736156947047
2024-07-15 15:00:00,186.9884588889219
2024-07-15 16:00:00,182.41076688858507
2024-07-15 17:00:00,163.14984640403327
2024-07-15 18:00:00,134.7903419683665
2024-07-15 19:00:00,87.42865966541848
2024-07-15 20:00:00,74.43834630784634
2024-07-15 21:00:00,57.448687330898906
2024-07-15 22:00:00,54.252975185029754
2024-07-15 23:00:00,54.046501773321936
