timestamp,solar_kw
2024-07-15 00:00:00,0.0
2024-07-15 01:00:00,0.0
2024-07-15 02:00:00,0.0
2024-07-15 03:00:00,0.0
2024-07-15 04:00:00,0.0
2024-07-15 05:00:00,1.3054709557575752
2024-07-15 06:00:00,10.027297903791503
2024-07-15 07:00:00,21.058739788376947
2024-07-15 08:00:00,35.001385245506825
2024-07-15 09:00:00,41.69384179683132
2024-07-15 10:00:00,47.2118840363957
2024-07-15 11:00:00,49.81686730739478
2024-07-15 12:00:00,48.12062548895912
2024-07-15 13:00:00,45.29209826641242
2024-07-15 14:00:00,40.946392122714016
2024-07-15 15:00:00,32.2934967378305
2024-07-15 16:00:00,20.895376186839485
2024-07-15 17:00:00,7.844183882383553
2024-07-15 18:00:00,1.0808901835439897
2024-07-15 19:00:00,0.0
2024-07-15 20:00:00,0.0
2024-07-15 21:00:00,0.0
2024-07-15 22:00:00,0.0
2024-07-15 23:00:00,0.0
